,text_final
1833,"['answer', 'question', 'list', 'point', 'presentation', 'deadline', 'may', 'early', 'end', 'presentation']"
1834,"['include', 'system', 'elements', 'user', 'interact', 'work', 'task']"
1835,"['assignment', 'hw']"
1836,"['would', 'like', 'form', 'team', 'find', 'one', 'exactly', 'five', 'people', 'decide', 'team', 'name']"
1837,"['post', 'say', 'agree', 'diagram', 'see']"
1838,[]
1839,"['advice', 'first']"
1840,"['docx', 'use', 'template', 'optional', 'step', 'answer', 'assignment', 'attach', 'additional', 'resource', 'rule', 'software', 'version', 'number', 'follow', 'stack', 'overflow', 'wonder', 'number', 'version', 'good', 'place', 'look', 'idea', 'git', 'hub', 'recommend', 'semantic', 'versioning', 'question', 'answer', 'mirror', 'csh', 'need', 'idea', 'read', 'read', 'check', 'gender', 'mag', 'design', 'catalog']"
1841,"['make', 'usable', 'people', 'understand', 'use', 'software', 'without', 'make', 'lot', 'mistake', 'get', 'frustrate', 'want', 'people', 'like', 'software']"
1842,"['submit', 'complete', 'report', 'pdf', 'word', 'format']"
1843,"['turn', 'sentence', 'paragraph', 'eg', 'underserved', 'persona', 'car', 'seat', 'back', 'seat', 'parent', 'drive', 'think', 'car', 'hot', 'turn', 'air', 'conditioner', 'adjust', 'temperature', 'something', 'like']"
1844,"['optional', 'feature', 'user', 'post', 'wishlist', 'book', 'want', 'user', 'post', 'description', 'book', 'condition', 'example', 'would', 'acceptable', 'whatever', 'would', 'like', 'list', 'feature']"
1845,"['next', 'week', 'need', 'show', 'individual', 'project', 'use', 'microservice', 'need', 'evident', 'ui']"
1846,"['paper', 'prototypes', 'second', 'draft']"
1847,"['expect', 'target', 'low', 'fidelity', 'medium', 'fidelity']"
1848,"['q', 'submit', 'form', 'get', 'confirmation', 'email']"
1849,"['also', 'suggest', 'several', 'team', 'member', 'participate', 'observation', 'interview', 'one', 'person', 'interview', 'another', 'person', 'take', 'note', 'transcribe', 'participant', 'response', 'much', 'possible']"
1850,"['teammate', 'say', 'like', 'mvp']"
1851,"['sketch', 'diagram', 'show']"
1852,"['dementia', 'presentation', 'part']"
1853,"['want', 'update', 'improve', 'due', 'date', 'also', 'download']"
1854,"['sprint', 'contribution', 'code']"
1855,"['sample', 'prototype', 'sketch', 'project', 'partial', 'sample']"
1856,"['team', 'contribution', 'form']"
1857,"['environment', 'space', 'interruption', 'light', 'etc']"
1858,"['teammate', 'post', 'consistent', 'best', 'contact']"
1859,"['observation', 'interview', 'detailed', 'enough', 'picture', 'interview', 'observation']"
1860,"['make', 'sure', 'user', 'background']"
1861,"['detailed', 'observation', 'response', 'point', 'place', 'produce', 'result', 'indicate', 'one']"
1862,"['overview', 'get', 'give', 'mvp', 'feedback']"
1863,"['respond', 'teammate', 'think', 'cognitive', 'style', 'either', 'something', 'find', 'interest', 'thinking', 'way', 'different', 'cognitive', 'style', 'way', 'similar', 'cognitive', 'style', 'sentence', 'per', 'teammate']"
1864,"['submit', 'custom', 'format', 'simply', 'fill', 'form']"
1865,"['use', 'appendix', 'c', 'guide', 'describe', 'pretend', 'life', 'cycle', 'process', 'follow', 'create', 'persona', 'planning', 'life', 'cycle', 'stage', 'pp']"
1866,"['design', 'pattern', 'refactoring']"
1867,"['help', 'create', 'architecture', 'diagram', 'project', 'evaluate', 'diagram', 'use', 'oo', 'design', 'principle', 'review', 'help', 'plan', 'extensibility', 'maintainability']"
1868,"['video', 'show', 'mvp', 'reflect', 'third', 'quality', 'attribute']"
1869,"['sprint', 'contribution', 'commits']"
1870,"['format', 'screen', 'transition', 'diagram', 'one', 'example', 'screen', 'transition', 'diagram', 'figure']"
1871,"['notify', 'teammate', 'individual', 'project', 'communicate', 'microservice']"
1872,"['one', 'one', 'give', 'honest', 'assessment', 'much', 'task']"
1873,"['overview', 'next', 'sprint', 'review', 'teammate', 'code', 'smell']"
1874,"['define', 'customer', 'need', 'formally', 'use', 'case']"
1875,"['last', 'slide', 'presentation', 'list', 'source', 'read', 'far']"
1876,"['one', 'example', 'structure', 'meeting', 'participant', 'could', 'first', 'briefly', 'interview', 'minute', 'observe', 'participant', 'minute', 'another', 'interview', 'last', 'minute', 'ask', 'question', 'observe', 'e', 'g']"
1877,"['unless', 'toggle', 'send', 'copy', 'response']"
1878,"['end', 'chapter', 'cambridge', 'inclusive', 'design', 'toolkit']"
1879,"['installment', 'focus', 'portion', 'family', 'plan', 'data']"
1880,"['ui', 'design', 'mvp']"
1881,"['example', 'conduct', 'interview', 'list', 'question', 'collect', 'data', 'set', 'allow', 'triangulation', 'etc']"
1882,"['one', 'person', 'post', 'answer']"
1883,"['necessary', 'provide', 'drawing', 'sentence', 'per', 'teammate']"
1884,[]
1885,"['sprint', 'plan', 'sprint', 'backlog']"
1886,"['two', 'issue', 'report', 'miss', 'three', 'issue', 'report', 'major', 'flaw']"
1887,"['user', 'perform', 'task', 'way', 'would', 'normally']"
1888,"['miss', 'commit', 'url', 'url', 'work', 'correct']"
1889,"['download', 'sample', 'previous', 'year', 'exactly', 'assignment', 'criterion']"
1890,"['help', 'create', 'architecture', 'diagram', 'project']"
1891,"['q', 'prototype', 'look', 'good', 'cragislist', 'prototype', 'example']"
1892,"['note', 'process', 'iterative', 'allowable', 'expand', 'p', 'research', 'question', 'progress', 'find', 'user']"
1893,"['need', 'select', 'two', 'part', 'population', 'along', 'diversity', 'dimension', 'one', 'marginalize', 'current', 'software', 'one', 'unlikely', 'marginalize', 'software', 'product', 'subset', 'feature', 'redesign', 'recommend', 'pick', 'project', 'personal', 'interest', 'least', 'one', 'member', 'team']"
1894,"['respond', 'post']"
1895,"['link', 'external', 'site']"
1896,"['team', 'signup', 'form']"
1897,"['remove', 'item', 'rubric']"
1898,['nov']
1899,"['user', 'enter', 'common', 'meal', 'see', 'typical', 'ingredient', 'involve', 'recipe']"
1900,"['tell', 'u', 'chosen', 'population']"
1901,"['previous', 'task', 'find', 'scope', 'dimension', 'diversity', 'facet', 'persona', 'thing', 'missing', 'analysis', 'process', 'use', 'piece', 'together', 'fill', 'gap', 'indicate', 'following', 'analysis', 'process', 'use', 'x', 'mag', 'derivation', 'inclusive', 'mag', 'version', 'cognitive', 'walkthrough', 'cw', 'version', 'experience', 'gender', 'mag', 'version', 'heuristic', 'evaluation']"
1902,"['explain', 'teammate', 'access', 'microservice']"
1903,"['fill', 'highlighted', 'area']"
1904,"['use', 'rubric']"
1905,"['last', 'slide', 'list', 'presentation', 'resource', 'read', 'far', 'read', 'resource', 'presentation']"
1906,"['need', 'feeling', 'persona', 'appendix', 'b', 'appendix', 'b', 'give', 'idea', 'kind', 'substantiation', 'aim', 'schedule', 'ultimately', 'achieve', 'new', 'persona']"
1907,"['end', 'monday', 'september']"
1908,"['post', 'result', 'grade', 'book', 'completion', 'study']"
1909,"['question', 'answer']"
1910,"['email', 'address', 'show', 'team', 'signup', 'form', 'submission', 'either', 'submit', 'form', 'someone', 'team', 'list']"
1911,"['post', 'code', 'arrive', 'available', 'instruction', 'post', 'one', 'following', 'link', 'git', 'hub', 'repository', 'contain', 'microservice', 'code', 'link', 'git', 'hub', 'repository', 'contain', 'individual', 'project', 'code', 'zip', 'file', 'contain', 'ora', 'microservice', 'code', 'zip', 'file', 'contain', 'individual', 'project', 'code', 'code', 'friend', 'see', 'smell', 'provide', 'git', 'hub', 'link', 'make', 'sure', 'friend', 'classmate', 'access']"
1912,"['program', 'go', 'fast', 'show', 'file', 'content', 'get', 'erase']"
1913,"['persona', 'inform', 'prototype']"
1914,"['three', 'code', 'smell', 'correct', 'use', 'appropriate', 'refactoring', 'technique']"
1915,"['link', 'decision', 'concrete', 'justification', 'evidence', 'evidence', 'count', 'valid', 'evidence', 'research', 'justification', 'see', 'project', 'list']"
1916,"['fill', 'gap', 'turn', 'following', 'analytic', 'process', 'use', 'x', 'mag', 'derivative', 'inclusive', 'mag', 'version', 'cognitive', 'walkthrough', 'cw', 'one', 'experience', 'gender', 'mag', 'version', 'heuristic', 'evaluation']"
1917,"['home', 'announcement', 'syllabus', 'assignment', 'quiz', 'grade', 'people', 'zoom', 'page', 'file', 'rubric', 'discussion', 'new', 'analytics', 'add', 'ta']"
1918,"['commit', 'code', 'git', 'hub', 'substantially', 'few', 'time', 'teammate']"
1919,"['see', 'assignment', 'due', 'date']"
1920,['pt']
1921,"['necessary', 'provide', 'drawing', 'per', 'teammate']"
1922,['pt']
1923,"['explain', 'access']"
1924,"['find', 'rubric']"
1925,"['attitude', 'toward', 'risk', 'risk', 'tolerant', 'decision', 'risk', 'averse', 'time', 'expenditure']"
1926,"['download', 'complete', 'assignment', 'template', 'submit', 'google', 'doc']"
1927,"['less', 'paragraph', 'vague']"
1928,"['facet', 'value', 'match', 'facet', 'describe', 'least', 'one', 'sentence', 'five', 'facet']"
1929,"['give', 'honest', 'assessment', 'task', 'use', 'quiz', 'individual', 'section', 'project', 'installment', 'quiz']"
1930,"['answer', 'two', 'question', 'plan', 'next', 'status', 'update', 'anything', 'block', 'plan', 'optional']"
1931,"['choose', 'top', 'three', 'preferred', 'project']"
1932,"['point', 'evaluation', 'one', 'scenario', 'use', 'case', 'item', 'use', 'x', 'mag', 'method', 'point', 'anything', 'evaluation', 'fix', 'prototype', 'tell', 'u', 'screen', 'see', 'fix', 'point', 'deduct', 'miss', 'sub', 'goal', 'scenario', 'deduction', 'miss', 'sub', 'goal', 'total', 'sub', 'goal']"
1933,"['imagine', 'experiment', 'new', 'type', 'product', 'talk', 'translator', 'translator', 'goal', 'product', 'would', 'combine', 'benefit', 'translation', 'convenience', 'allow', 'user', 'speak', 'phone', 'mic', 'native', 'language', 'speaker', 'phone', 'speak', 'loud', 'target', 'language', 'example', 'user', 'say', 'english', 'room', 'application', 'say', 'loud', 'donde', 'esta', 'la', 'habitacion', 'target', 'language', 'l']"
1934,"['work', 'together', 'divide', 'conquer']"
1935,"['need', 'provide', 'context', 'feature', 'roughly', 'outline', 'else', 'page']"
1936,"['organizational', 'introspection', 'xxxxx', 'question', 'try', 'answer', 'company', 'new', 'persona']"
1937,"['medium', 'fidelity', 'use', 'figma']"
1938,"['post', 'mortem', 'question', 'answer', 'completely', 'vague']"
1939,"['cognitive', 'style', 'reflection']"
1940,"['please', 'contact', 'question', 'need', 'assistance']"
1941,"['sprint', 'git', 'hub', 'release']"
1942,"['ground', 'rule', 'provide']"
1943,"['keep', 'mind', 'student', 'already', 'assess', 'use', 'rubric']"
1944,"['find', 'rubric']"
1945,"['focus', 'help', 'u', 'understand', 'people', 'interested', 'lot', 'statistic']"
1946,"['imagine', 'experiment', 'new', 'kind', 'product', 'talk', 'translator']"
1947,"['submit', 'individual', 'format', 'fill', 'form']"
1948,"['people', 'space']"
1949,"['fill', 'highlight', 'area']"
1950,"['point', 'good', 'insight', 'understand', 'derive', 'observation', 'interview', 'one', 'point', 'non', 'obvious', 'insight', 'understand']"
1951,"['complete', 'work', 'sign']"
1952,"['example', 'add', 'random', 'dog', 'photo', 'feature', 'power', 'teammate', 'image', 'service', 'also', 'need', 'random', 'dog', 'button', 'etc', 'time', 'require', 'update', 'task', 'management', 'system', 'since', 'already', 'practice', 'instead', 'answer', 'question', 'instruction', 'write', 'post', 'answer', 'question', 'use', 'microservice', 'explain', 'teammate', 'access', 'microservice', 'microservice', 'publicly', 'host', 'web', 'server', 'expect', 'teammate', 'run', 'locally', 'something', 'else', 'need', 'say', 'need', 'explain', 'current', 'status', 'microservice', 'microservice', 'currently', 'ready', 'others', 'use', 'need', 'do', 'whose', 'microservice', 'use', 'individual', 'project', 'explain', 'understanding', 'access', 'microservice', 'publicly', 'host', 'web', 'server', 'run', 'machine', 'way', 'use', 'say', 'way', 'teammate', 'microservice', 'part', 'individual', 'project', 'e', 'g', 'feature', 'part', 'besides', 'get', 'teammate', 'microservice', 'work', 'individual', 'project', 'implementation', 'sprint', 'e', 'g', 'build', 'new', 'feature', 'use', 'service', 'provide', 'teammate', 'teammate', 'post', 'inconsistent', 'best', 'get', 'contact', 'question', 'answer', 'put', 'answer', 'document', 'post', 'time', 'would', 'probably', 'best', 'post', 'directly', 'board', 'instead', 'create', 'separate', 'document', 'since', 'much', 'write', 'implementation', 'require', 'besides', 'get', 'individual', 'project', 'talk', 'teammate', 'microservice', 'next', 'week', 'need', 'show', 'individual', 'project', 'use', 'microservice', 'need', 'evident', 'ui', 'implementation', 'whatever', 'need', 'do', 'meet', 'requirement']"
1953,"['use', 'case', 'support', 'underserved', 'population', 'commitment', 'prototype', 'need', 'support', 'task', 'trivial', 'thing']"
1954,"['clarify', 'assumption', 'make', 'user', 'situation', 'location', 'service', 'enable']"
1955,"['c', 'describe', 'specific', 'situation', 'one', 'facet', 'value', 'might', 'change', 'grader', 'understands', 'sentencces']"
1956,"['help', 'create', 'architecture', 'diagram', 'project', 'evaluate', 'diagram', 'use', 'oo', 'design', 'principle', 'review', 'help', 'plan', 'extensibility', 'maintainability']"
1957,"['studio', 'site', 'org']"
1958,"['review', 'teammate', 'mv', 'p']"
1959,"['publish', 'unpublish', 'miss', 'name', 'value', 'student', 'submission']"
1960,"['provide', 'feedback', 'team', 'ui', 'design']"
1961,"['post', 'diagram']"
1962,"['one', 'issue', 'report', 'miss', 'two', 'issue', 'report', 'major', 'flaw']"
1963,"['client', 'look', 'app', 'allow', 'enter', 'favorite', 'meal', 'ingredient', 'meal', 'transform', 'ethical']"
1964,['pt']
1965,"['remove', 'point', 'rubric']"
1966,"['tentative', 'grading', 'policy']"
1967,"['addition', 'sprint', 'one', 'scrum', 'event', 'sprint', 'planning', 'daily', 'scrum', 'sprint', 'review', 'unlike', 'sprint', 'review', 'retrospective', 'take', 'place', 'within', 'scrum', 'team', 'review', 'presentation', 'scrum', 'team', 'project', 'stakeholder', 'purpose', 'purpose', 'retrospective', 'team', 'see', 'go', 'well', 'go', 'wrong', 'improve', 'next', 'sprint', 'see', 'scrum', 'guide']"
1968,"['user', 'also', 'choose', 'enter', 'individual', 'ingredient', 'build', 'recipe']"
1969,"['meet', 'discuss', 'need', 'microservice']"
1970,"['instruction', 'review', 'teammate', 'mv', 'p']"
1971,['pt']
1972,"['instruction', 'answer', 'three', 'question', 'do', 'since', 'last', 'status', 'update', 'plan', 'next', 'status', 'update', 'something', 'prevents', 'plan', 'optional', 'respond', 'teammate', 'might', 'able', 'block', 'help', 'clear']"
1973,"['choose', 'three', 'project', 'interest']"
1974,"['docx', 'use', 'template', 'optional', 'step', 'answer', 'assignment', 'attach', 'additional', 'resource', 'rule', 'software', 'version', 'number', 'follow', 'stack', 'overflow', 'interested', 'version', 'numbering', 'good', 'place', 'look', 'idea', 'git', 'hub', 'recommend', 'semantic', 'versioning', 'question', 'answer', 'reflect', 'csh', 'need', 'idea', 'read', 'check', 'gender', 'mag', 'design', 'catalog']"
1975,"['remember', 'everyone', 'must', 'use', 'teammate', 'microservice', 'individual', 'project', 'everyone', 'microservice', 'must', 'use', 'teammate']"
1976,"['grader', 'see', 'obvious', 'csh', 'violation', 'opportunity']"
1977,"['zero', 'code', 'smell', 'correct', 'use', 'appropriate', 'refactoring', 'technique']"
1978,"['environment', 'suitable', 'observation', 'field', 'study']"
1979,"['find', 'tentative', 'grading', 'policy', 'project', 'installment']"
1980,"['use', 'rubric', 'grade', 'assignment']"
1981,"['area', 'use', 'assessor', 'leave', 'comment', 'relate', 'criterion']"
1982,"['clearly', 'state', 'two', 'testable', 'non', 'functional', 'requirement', 'maintainability', 'usability', 'least', 'one', 'quality', 'attribute', 'state', 'quality', 'attribute']"
1983,"['remember', 'idea', 'get', 'way', 'mainstreamers', 'still', 'help', 'underserved', 'population']"
1984,"['question', 'hesitate', 'ask', 'thank']"
1985,"['guess', 'screen', 'per', 'use', 'case', 'course', 'two', 'use', 'case', 'result', 'identical', 'ui', 'action', 'screen', 'appearance', 'would', 'total', 'use', 'case']"
1986,"['keep', 'mind', 'student', 'already', 'assess', 'use', 'rubric']"
1987,"['important', 'work', 'together', 'divide', 'conquer']"
